,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes
21053,Nepal,"Rice, paddy",1993,24100,1500,60.11
21054,Nepal,Soybeans,1993,5811,1500,60.11
21055,Nepal,Wheat,1993,12460,1500,60.11
21056,Nepal,Maize,1994,16502,1500,60.11
21057,Nepal,Potatoes,1994,87539,1500,60.11
21058,Nepal,"Rice, paddy",1994,21237,1500,60.11
21059,Nepal,Soybeans,1994,5855,1500,60.11
21060,Nepal,Wheat,1994,14704,1500,60.11
21061,Nepal,Maize,1995,16447,1500,60.11
21062,Nepal,Potatoes,1995,85926,1500,60.11
21063,Nepal,"Rice, paddy",1995,23910,1500,60.11
21064,Nepal,Soybeans,1995,6540,1500,60.11
21065,Nepal,Wheat,1995,14416,1500,60.11
21066,Nepal,Maize,1996,16770,1500,70.43
21067,Nepal,Potatoes,1996,84750,1500,70.43
21068,Nepal,"Rice, paddy",1996,24554,1500,70.43
21069,Nepal,Soybeans,1996,6601,1500,70.43
21070,Nepal,Wheat,1996,15500,1500,70.43
21071,Nepal,Maize,1997,16585,1500,80.75
21072,Nepal,Potatoes,1997,89820,1500,80.75
21073,Nepal,"Rice, paddy",1997,24170,1500,80.75
21074,Nepal,Soybeans,1997,6873,1500,80.75
21075,Nepal,Wheat,1997,16072,1500,80.75
21076,Nepal,Maize,1998,17112,1500,91.07
21077,Nepal,Potatoes,1998,84664,1500,91.07
21078,Nepal,"Rice, paddy",1998,24434,1500,91.07
21079,Nepal,Soybeans,1998,7311,1500,91.07
21080,Nepal,Wheat,1998,15463,1500,91.07
21081,Nepal,Maize,1999,16776,1500,101.39
21082,Nepal,Potatoes,1999,92599,1500,101.39
21083,Nepal,"Rice, paddy",1999,24722,1500,101.39
21084,Nepal,Soybeans,1999,7732,1500,101.39
21085,Nepal,Wheat,1999,16955,1500,101.39
21086,Nepal,Maize,2000,17275,1500,111.72
21087,Nepal,Potatoes,2000,96436,1500,111.72
21088,Nepal,"Rice, paddy",2000,27028,1500,111.72
21089,Nepal,Soybeans,2000,8492,1500,111.72
21090,Nepal,Wheat,2000,17931,1500,111.72
21091,Nepal,Maize,2001,18000,1500,122.04
21092,Nepal,Potatoes,2001,101824,1500,122.04
21093,Nepal,"Rice, paddy",2001,27454,1500,122.04
21094,Nepal,Soybeans,2001,8430,1500,122.04
21095,Nepal,Wheat,2001,18063,1500,122.04
21096,Nepal,Maize,2002,18291,1500,132.36
21097,Nepal,Potatoes,2002,109018,1500,132.36
21098,Nepal,"Rice, paddy",2002,26754,1500,132.36
21099,Nepal,Soybeans,2002,8595,1500,132.36
21100,Nepal,Wheat,2002,18859,1500,132.36
21101,Nepal,Maize,2004,19059,1500,153
21102,Nepal,Potatoes,2004,114898,1500,153
21103,Nepal,"Rice, paddy",2004,28573,1500,153
21104,Nepal,Soybeans,2004,8772,1500,153
21105,Nepal,Wheat,2004,20873,1500,153
21106,Nepal,Maize,2005,20191,1500,127.99
21107,Nepal,Potatoes,2005,118458,1500,127.99
21108,Nepal,"Rice, paddy",2005,27825,1500,127.99
21109,Nepal,Soybeans,2005,8786,1500,127.99
21110,Nepal,Wheat,2005,21344,1500,127.99
21111,Nepal,Maize,2006,20382,1500,128.73
21112,Nepal,Potatoes,2006,130896,1500,128.73
21113,Nepal,"Rice, paddy",2006,27166,1500,128.73
21114,Nepal,Soybeans,2006,8909,1500,128.73
21115,Nepal,Wheat,2006,20745,1500,128.73
21116,Nepal,Maize,2007,20909,1500,344.06
21117,Nepal,Potatoes,2007,126568,1500,344.06
21118,Nepal,"Rice, paddy",2007,25570,1500,344.06
21119,Nepal,Soybeans,2007,9029,1500,344.06
21120,Nepal,Wheat,2007,21563,1500,344.06
21121,Nepal,Maize,2008,21590,1500,353.43
21122,Nepal,Potatoes,2008,131100,1500,353.43
21123,Nepal,"Rice, paddy",2008,27750,1500,353.43
21124,Nepal,Soybeans,2008,9048,1500,353.43
21125,Nepal,Wheat,2008,22252,1500,353.43
21126,Nepal,Maize,2009,22054,1500,209.52
21127,Nepal,Potatoes,2009,133263,1500,209.52
21128,Nepal,"Rice, paddy",2009,29074,1500,209.52
21129,Nepal,Soybeans,2009,9139,1500,209.52
21130,Nepal,Wheat,2009,19338,1500,209.52
21131,Nepal,Maize,2010,21186,1500,332.01
21132,Nepal,Potatoes,2010,135841,1500,332.01
21133,Nepal,"Rice, paddy",2010,27164,1500,332.01
21134,Nepal,Soybeans,2010,9206,1500,332.01
21135,Nepal,Wheat,2010,21289,1500,332.01
21136,Nepal,Maize,2011,22814,1500,342.92
21137,Nepal,Potatoes,2011,137352,1500,342.92
21138,Nepal,"Rice, paddy",2011,29805,1500,342.92
21139,Nepal,Soybeans,2011,9659,1500,342.92
21140,Nepal,Wheat,2011,22747,1500,342.92
21141,Nepal,Maize,2012,25011,1500,410.32
21142,Nepal,Potatoes,2012,135837,1500,410.32
21143,Nepal,"Rice, paddy",2012,33120,1500,410.32
21144,Nepal,Soybeans,2012,9654,1500,410.32
21145,Nepal,Wheat,2012,24123,1500,410.32
21146,Nepal,Maize,2013,23528,1500,454.53
21147,Nepal,Potatoes,2013,136408,1500,454.53
21148,Nepal,"Rice, paddy",2013,31709,1500,454.53
21149,Nepal,Soybeans,2013,11719,1500,454.53
21150,Nepal,Wheat,2013,22902,1500,454.53
21151,Netherlands,Maize,1990,90909,778,9729
21152,Netherlands,Potatoes,1990,401380,778,9729
21153,Netherlands,Wheat,1990,76528,778,9729
21154,Netherlands,Maize,1991,80357,778,9338
21155,Netherlands,Potatoes,1991,386711,778,9338
21156,Netherlands,Wheat,1991,76608,778,9338
21157,Netherlands,Maize,1992,80256,778,9030
21158,Netherlands,Potatoes,1992,408173,778,9030
21159,Netherlands,Wheat,1992,80154,778,9030
21160,Netherlands,Maize,1993,90962,778,10505
21161,Netherlands,Potatoes,1993,437663,778,10505
21162,Netherlands,Wheat,1993,87712,778,10505
21163,Netherlands,Maize,1994,74865,778,8646
21164,Netherlands,Potatoes,1994,414503,778,8646
21165,Netherlands,Wheat,1994,80674,778,8646
21166,Netherlands,Maize,1995,70444,778,12601
21167,Netherlands,Potatoes,1995,410056,778,12601
21168,Netherlands,Wheat,1995,86189,778,12601
21169,Netherlands,Maize,1996,80000,778,8923
21170,Netherlands,Potatoes,1996,436811,778,8923
21171,Netherlands,Wheat,1996,89612,778,8923
21172,Netherlands,Maize,1997,50394,778,10568
21173,Netherlands,Potatoes,1997,443191,778,10568
21174,Netherlands,Wheat,1997,77309,778,10568
21175,Netherlands,Maize,1998,110000,778,11762
21176,Netherlands,Potatoes,1998,414881,778,11762
21177,Netherlands,Wheat,1998,76956,778,11762
21178,Netherlands,Maize,1999,70188,778,11152
21179,Netherlands,Potatoes,1999,462833,778,11152
21180,Netherlands,Wheat,1999,83311,778,11152
21181,Netherlands,Maize,2000,110000,778,11382.84
21182,Netherlands,Potatoes,2000,456548,778,11382.84
21183,Netherlands,Wheat,2000,83592,778,11382.84
21184,Netherlands,Maize,2001,88971,778,9424.73
21185,Netherlands,Potatoes,2001,434106,778,9424.73
21186,Netherlands,Wheat,2001,79447,778,9424.73
21187,Netherlands,Maize,2002,97046,778,9700.44
21188,Netherlands,Potatoes,2002,445686,778,9700.44
21189,Netherlands,Wheat,2002,78145,778,9700.44
21190,Netherlands,Maize,2004,84821,778,10655.4
21191,Netherlands,Potatoes,2004,456832,778,10655.4
21192,Netherlands,Wheat,2004,89149,778,10655.4
21193,Netherlands,Maize,2005,88201,778,10703.85
21194,Netherlands,Potatoes,2005,434423,778,10703.85
21195,Netherlands,Wheat,2005,85932,778,10703.85
21196,Netherlands,Maize,2006,91529,778,10461.35
21197,Netherlands,Potatoes,2006,400488,778,10461.35
21198,Netherlands,Wheat,2006,83940,778,10461.35
21199,Netherlands,Maize,2007,119482,778,12073.15
21200,Netherlands,Potatoes,2007,437884,778,12073.15
21201,Netherlands,Wheat,2007,72714,778,12073.15
21202,Netherlands,Maize,2008,114163,778,10777.08
21203,Netherlands,Potatoes,2008,455741,778,10777.08
21204,Netherlands,Wheat,2008,87295,778,10777.08
21205,Netherlands,Maize,2009,129954,778,9857.2
21206,Netherlands,Potatoes,2009,463376,778,9857.2
21207,Netherlands,Wheat,2009,92919,778,9857.2
21208,Netherlands,Maize,2010,117673,778,9586.03
21209,Netherlands,Potatoes,2010,435980,778,9586.03
21210,Netherlands,Wheat,2010,89092,778,9586.03
21211,Netherlands,Maize,2011,123355,778,10953.91
21212,Netherlands,Potatoes,2011,460550,778,10953.91
21213,Netherlands,Wheat,2011,77812,778,10953.91
21214,Netherlands,Maize,2012,123420,778,11348.39
21215,Netherlands,Potatoes,2012,451734,778,11348.39
21216,Netherlands,Wheat,2012,85870,778,11348.39
21217,Netherlands,Maize,2013,119446,778,10720.17
21218,Netherlands,Potatoes,2013,422075,778,10720.17
21219,Netherlands,Wheat,2013,87412,778,10720.17
21220,New Zealand,Maize,1990,92077,1732,3490
21221,New Zealand,Potatoes,1990,325000,1732,3490
21222,New Zealand,Sweet potatoes,1990,159383,1732,3490
21223,New Zealand,Wheat,1990,48842,1732,3490
21224,New Zealand,Maize,1991,96287,1732,3490
21225,New Zealand,Potatoes,1991,346667,1732,3490
21226,New Zealand,Sweet potatoes,1991,152381,1732,3490
21227,New Zealand,Wheat,1991,48149,1732,3490
21228,New Zealand,Maize,1992,91196,1732,3490
21229,New Zealand,Potatoes,1992,327179,1732,3490
21230,New Zealand,Sweet potatoes,1992,237745,1732,3490
21231,New Zealand,Wheat,1992,50543,1732,3490
21232,New Zealand,Maize,1993,83560,1732,3489
21233,New Zealand,Potatoes,1993,451015,1732,3489
21234,New Zealand,Sweet potatoes,1993,249415,1732,3489
21235,New Zealand,Wheat,1993,53698,1732,3489
21236,New Zealand,Maize,1994,97360,1732,3515
21237,New Zealand,Potatoes,1994,438786,1732,3515
21238,New Zealand,Sweet potatoes,1994,247137,1732,3515
21239,New Zealand,Wheat,1994,54145,1732,3515
21240,New Zealand,Maize,1995,97423,1732,3904
21241,New Zealand,Potatoes,1995,450321,1732,3904
21242,New Zealand,Sweet potatoes,1995,252381,1732,3904
21243,New Zealand,Wheat,1995,46823,1732,3904
21244,New Zealand,Maize,1996,112996,1732,3499
21245,New Zealand,Potatoes,1996,450207,1732,3499
21246,New Zealand,Sweet potatoes,1996,250228,1732,3499
21247,New Zealand,Wheat,1996,54738,1732,3499
21248,New Zealand,Maize,1997,99487,1732,3249
21249,New Zealand,Potatoes,1997,445545,1732,3249
21250,New Zealand,Sweet potatoes,1997,200000,1732,3249
21251,New Zealand,Wheat,1997,56607,1732,3249
21252,New Zealand,Maize,1998,100571,1732,3055.16
21253,New Zealand,Potatoes,1998,352113,1732,3055.16
21254,New Zealand,Sweet potatoes,1998,128431,1732,3055.16
21255,New Zealand,Wheat,1998,62160,1732,3055.16
21256,New Zealand,Maize,1999,101306,1732,2535.3
21257,New Zealand,Potatoes,1999,416667,1732,2535.3
21258,New Zealand,Sweet potatoes,1999,170000,1732,2535.3
21259,New Zealand,Wheat,1999,60610,1732,2535.3
21260,New Zealand,Maize,2000,102260,1732,3634.3
21261,New Zealand,Potatoes,2000,423155,1732,3634.3
21262,New Zealand,Sweet potatoes,2000,144509,1732,3634.3
21263,New Zealand,Wheat,2000,62095,1732,3634.3
21264,New Zealand,Maize,2001,104000,1732,3333.2
21265,New Zealand,Potatoes,2001,445871,1732,3333.2
21266,New Zealand,Sweet potatoes,2001,145719,1732,3333.2
21267,New Zealand,Wheat,2001,74286,1732,3333.2
21268,New Zealand,Maize,2002,76544,1732,4170
21269,New Zealand,Potatoes,2002,451182,1732,4170
21270,New Zealand,Sweet potatoes,2002,162437,1732,4170
21271,New Zealand,Wheat,2002,71467,1732,4170
21272,New Zealand,Maize,2004,115496,1732,4050
21273,New Zealand,Potatoes,2004,451264,1732,4050
21274,New Zealand,Sweet potatoes,2004,166667,1732,4050
21275,New Zealand,Wheat,2004,65501,1732,4050
21276,New Zealand,Maize,2005,109308,1732,4058
21277,New Zealand,Potatoes,2005,460829,1732,4058
21278,New Zealand,Sweet potatoes,2005,119699,1732,4058
21279,New Zealand,Wheat,2005,80920,1732,4058
21280,New Zealand,Maize,2006,109544,1732,4388
21281,New Zealand,Potatoes,2006,427584,1732,4388
21282,New Zealand,Sweet potatoes,2006,120000,1732,4388
21283,New Zealand,Wheat,2006,68963,1732,4388
21284,New Zealand,Maize,2007,109000,1732,4939
21285,New Zealand,Potatoes,2007,477612,1732,4939
21286,New Zealand,Sweet potatoes,2007,120253,1732,4939
21287,New Zealand,Wheat,2007,84966,1732,4939
21288,New Zealand,Maize,2008,112326,1732,5857
21289,New Zealand,Potatoes,2008,459091,1732,5857
21290,New Zealand,Sweet potatoes,2008,120000,1732,5857
21291,New Zealand,Wheat,2008,81120,1732,5857
21292,New Zealand,Maize,2009,110327,1732,5086
21293,New Zealand,Potatoes,2009,478154,1732,5086
21294,New Zealand,Sweet potatoes,2009,119691,1732,5086
21295,New Zealand,Wheat,2009,74918,1732,5086
21296,New Zealand,Maize,2010,107597,1732,5086
21297,New Zealand,Potatoes,2010,495751,1732,5086
21298,New Zealand,Sweet potatoes,2010,117803,1732,5086
21299,New Zealand,Wheat,2010,81241,1732,5086
21300,New Zealand,Maize,2011,113842,1732,5086
21301,New Zealand,Potatoes,2011,490361,1732,5086
21302,New Zealand,Sweet potatoes,2011,117785,1732,5086
21303,New Zealand,Wheat,2011,72858,1732,5086
21304,New Zealand,Maize,2012,108647,1732,5086
21305,New Zealand,Potatoes,2012,484810,1732,5086
21306,New Zealand,Sweet potatoes,2012,116046,1732,5086
21307,New Zealand,Wheat,2012,89245,1732,5086
21308,New Zealand,Maize,2013,108209,1732,5086
21309,New Zealand,Potatoes,2013,482926,1732,5086
21310,New Zealand,Sweet potatoes,2013,113617,1732,5086
21311,New Zealand,Wheat,2013,91053,1732,5086
21312,Nicaragua,Cassava,1990,110417,2280,575
21313,Nicaragua,Maize,1990,12825,2280,575
21314,Nicaragua,Plantains and others,1990,100000,2280,575
21315,Nicaragua,Potatoes,1990,143750,2280,575
21316,Nicaragua,"Rice, paddy",1990,26326,2280,575
21317,Nicaragua,Sorghum,1990,16210,2280,575
21318,Nicaragua,Soybeans,1990,16429,2280,575
21319,Nicaragua,Cassava,1991,110638,2280,575
21320,Nicaragua,Maize,1991,10228,2280,575
21321,Nicaragua,Plantains and others,1991,100000,2280,575
21322,Nicaragua,Potatoes,1991,141176,2280,575
21323,Nicaragua,"Rice, paddy",1991,32527,2280,575
21324,Nicaragua,Sorghum,1991,14726,2280,575
21325,Nicaragua,Soybeans,1991,14915,2280,575
21326,Nicaragua,Yams,1991,132736,2280,575
21327,Nicaragua,Cassava,1992,110870,2280,575
21328,Nicaragua,Maize,1992,13129,2280,575
21329,Nicaragua,Plantains and others,1992,100000,2280,575
21330,Nicaragua,Potatoes,1992,138889,2280,575
21331,Nicaragua,"Rice, paddy",1992,29255,2280,575
21332,Nicaragua,Sorghum,1992,18239,2280,575
21333,Nicaragua,Soybeans,1992,16476,2280,575
21334,Nicaragua,Yams,1992,132748,2280,575
21335,Nicaragua,Cassava,1993,115556,2280,977
21336,Nicaragua,Maize,1993,13037,2280,977
21337,Nicaragua,Plantains and others,1993,100000,2280,977
21338,Nicaragua,Potatoes,1993,150000,2280,977
21339,Nicaragua,"Rice, paddy",1993,35450,2280,977
21340,Nicaragua,Sorghum,1993,18926,2280,977
21341,Nicaragua,Soybeans,1993,16949,2280,977
21342,Nicaragua,Yams,1993,132759,2280,977
21343,Nicaragua,Cassava,1994,112088,2280,799
21344,Nicaragua,Maize,1994,12367,2280,799
21345,Nicaragua,Plantains and others,1994,100000,2280,799
21346,Nicaragua,Potatoes,1994,147368,2280,799
21347,Nicaragua,"Rice, paddy",1994,32528,2280,799
21348,Nicaragua,Sorghum,1994,18596,2280,799
21349,Nicaragua,Soybeans,1994,22133,2280,799
21350,Nicaragua,Yams,1994,132771,2280,799
21351,Nicaragua,Cassava,1995,111957,2280,876
21352,Nicaragua,Maize,1995,11868,2280,876
21353,Nicaragua,Plantains and others,1995,100000,2280,876
21354,Nicaragua,Potatoes,1995,144737,2280,876
21355,Nicaragua,"Rice, paddy",1995,37084,2280,876
21356,Nicaragua,Sorghum,1995,20630,2280,876
21357,Nicaragua,Soybeans,1995,22156,2280,876
21358,Nicaragua,Yams,1995,132782,2280,876
21359,Nicaragua,Cassava,1996,113043,2280,2041.7
21360,Nicaragua,Maize,1996,11620,2280,2041.7
21361,Nicaragua,Plantains and others,1996,100000,2280,2041.7
21362,Nicaragua,Potatoes,1996,144737,2280,2041.7
21363,Nicaragua,"Rice, paddy",1996,34195,2280,2041.7
21364,Nicaragua,Sorghum,1996,22474,2280,2041.7
21365,Nicaragua,Soybeans,1996,22166,2280,2041.7
21366,Nicaragua,Yams,1996,132794,2280,2041.7
21367,Nicaragua,Cassava,1997,112766,2280,3207.4
21368,Nicaragua,Maize,1997,11374,2280,3207.4
21369,Nicaragua,Plantains and others,1997,100000,2280,3207.4
21370,Nicaragua,Potatoes,1997,140000,2280,3207.4
21371,Nicaragua,"Rice, paddy",1997,34389,2280,3207.4
21372,Nicaragua,Sorghum,1997,16250,2280,3207.4
21373,Nicaragua,Soybeans,1997,21333,2280,3207.4
21374,Nicaragua,Yams,1997,132806,2280,3207.4
21375,Nicaragua,Cassava,1998,112766,2280,4373.1
21376,Nicaragua,Maize,1998,11941,2280,4373.1
21377,Nicaragua,Plantains and others,1998,100000,2280,4373.1
21378,Nicaragua,Potatoes,1998,135000,2280,4373.1
21379,Nicaragua,"Rice, paddy",1998,34730,2280,4373.1
21380,Nicaragua,Sorghum,1998,12512,2280,4373.1
21381,Nicaragua,Soybeans,1998,14974,2280,4373.1
21382,Nicaragua,Yams,1998,132817,2280,4373.1
21383,Nicaragua,Cassava,1999,108421,2280,4097.16
21384,Nicaragua,Maize,1999,11542,2280,4097.16
21385,Nicaragua,Plantains and others,1999,100000,2280,4097.16
21386,Nicaragua,Potatoes,1999,133333,2280,4097.16
21387,Nicaragua,"Rice, paddy",1999,36568,2280,4097.16
21388,Nicaragua,Sorghum,1999,18056,2280,4097.16
21389,Nicaragua,Soybeans,1999,21901,2280,4097.16
21390,Nicaragua,Yams,1999,132829,2280,4097.16
21391,Nicaragua,Cassava,2000,108333,2280,3925.63
21392,Nicaragua,Maize,2000,12677,2280,3925.63
21393,Nicaragua,Plantains and others,2000,100000,2280,3925.63
21394,Nicaragua,Potatoes,2000,125000,2280,3925.63
21395,Nicaragua,"Rice, paddy",2000,31201,2280,3925.63
21396,Nicaragua,Sorghum,2000,17658,2280,3925.63
21397,Nicaragua,Soybeans,2000,19867,2280,3925.63
21398,Nicaragua,Yams,2000,132840,2280,3925.63
21399,Nicaragua,Cassava,2001,123077,2280,3603.5
21400,Nicaragua,Maize,2001,13241,2280,3603.5
21401,Nicaragua,Plantains and others,2001,95000,2280,3603.5
21402,Nicaragua,Potatoes,2001,128571,2280,3603.5
21403,Nicaragua,"Rice, paddy",2001,29281,2280,3603.5
21404,Nicaragua,Sorghum,2001,19846,2280,3603.5
21405,Nicaragua,Soybeans,2001,19744,2280,3603.5
21406,Nicaragua,Yams,2001,132852,2280,3603.5
21407,Nicaragua,Cassava,2002,107928,2280,5715.36
21408,Nicaragua,Maize,2002,13369,2280,5715.36
21409,Nicaragua,Plantains and others,2002,100000,2280,5715.36
21410,Nicaragua,Potatoes,2002,132558,2280,5715.36
21411,Nicaragua,"Rice, paddy",2002,31853,2280,5715.36
21412,Nicaragua,Sorghum,2002,19597,2280,5715.36
21413,Nicaragua,Soybeans,2002,19825,2280,5715.36
21414,Nicaragua,Yams,2002,132863,2280,5715.36
21415,Nicaragua,Cassava,2004,79485,2280,4581.73
21416,Nicaragua,Maize,2004,13730,2280,4581.73
21417,Nicaragua,Plantains and others,2004,97674,2280,4581.73
21418,Nicaragua,Potatoes,2004,133333,2280,4581.73
21419,Nicaragua,"Rice, paddy",2004,35103,2280,4581.73
21420,Nicaragua,Sorghum,2004,20368,2280,4581.73
21421,Nicaragua,Soybeans,2004,21258,2280,4581.73
21422,Nicaragua,Yams,2004,132919,2280,4581.73
21423,Nicaragua,Cassava,2005,88416,2280,9391.92
21424,Nicaragua,Maize,2005,14021,2280,9391.92
21425,Nicaragua,Plantains and others,2005,100000,2280,9391.92
21426,Nicaragua,Potatoes,2005,134783,2280,9391.92
21427,Nicaragua,"Rice, paddy",2005,33106,2280,9391.92
21428,Nicaragua,Sorghum,2005,18323,2280,9391.92
21429,Nicaragua,Soybeans,2005,21267,2280,9391.92
21430,Nicaragua,Yams,2005,132964,2280,9391.92
21431,Nicaragua,Cassava,2006,95455,2280,6889.26
21432,Nicaragua,Maize,2006,14626,2280,6889.26
21433,Nicaragua,Plantains and others,2006,100000,2280,6889.26
21434,Nicaragua,Potatoes,2006,138298,2280,6889.26
21435,Nicaragua,"Rice, paddy",2006,36392,2280,6889.26
21436,Nicaragua,Sorghum,2006,18606,2280,6889.26
21437,Nicaragua,Soybeans,2006,20523,2280,6889.26
21438,Nicaragua,Yams,2006,133008,2280,6889.26
21439,Nicaragua,Cassava,2007,95833,2280,9850.26
21440,Nicaragua,Maize,2007,13776,2280,9850.26
21441,Nicaragua,Plantains and others,2007,103324,2280,9850.26
21442,Nicaragua,Potatoes,2007,137500,2280,9850.26
21443,Nicaragua,"Rice, paddy",2007,39482,2280,9850.26
21444,Nicaragua,Sorghum,2007,20477,2280,9850.26
21445,Nicaragua,Soybeans,2007,21383,2280,9850.26
21446,Nicaragua,Yams,2007,133053,2280,9850.26
21447,Nicaragua,Cassava,2008,80701,2280,10173.91
21448,Nicaragua,Maize,2008,13311,2280,10173.91
21449,Nicaragua,Plantains and others,2008,100000,2280,10173.91
21450,Nicaragua,Potatoes,2008,137500,2280,10173.91
21451,Nicaragua,"Rice, paddy",2008,40055,2280,10173.91
21452,Nicaragua,Sorghum,2008,17327,2280,10173.91
21453,Nicaragua,Soybeans,2008,20056,2280,10173.91
21454,Nicaragua,Yams,2008,133097,2280,10173.91
21455,Nicaragua,Cassava,2009,87123,2280,9387.95
21456,Nicaragua,Maize,2009,15605,2280,9387.95
21457,Nicaragua,Plantains and others,2009,98525,2280,9387.95
21458,Nicaragua,Potatoes,2009,134615,2280,9387.95
21459,Nicaragua,"Rice, paddy",2009,45355,2280,9387.95
21460,Nicaragua,Sorghum,2009,18059,2280,9387.95
21461,Nicaragua,Soybeans,2009,22908,2280,9387.95
21462,Nicaragua,Yams,2009,133205,2280,9387.95
21463,Nicaragua,Cassava,2010,88492,2280,12242.19
21464,Nicaragua,Maize,2010,13393,2280,12242.19
21465,Nicaragua,Plantains and others,2010,104461,2280,12242.19
21466,Nicaragua,Potatoes,2010,134615,2280,12242.19
21467,Nicaragua,"Rice, paddy",2010,51406,2280,12242.19
21468,Nicaragua,Sorghum,2010,16630,2280,12242.19
21469,Nicaragua,Soybeans,2010,22090,2280,12242.19
21470,Nicaragua,Yams,2010,133274,2280,12242.19
21471,Nicaragua,Cassava,2011,78727,2280,4932.05
21472,Nicaragua,Maize,2011,14101,2280,4932.05
21473,Nicaragua,Plantains and others,2011,104826,2280,4932.05
21474,Nicaragua,Potatoes,2011,168339,2280,4932.05
